title,authors,affiliations,citedby,publisher,Year
"Post-Treatment of Metal Halide Perovskites: From Morphology Control, Defect Passivation to Band Alignment and Construction of Heterostructures",Hu M.,Wuhan Textile University (China),25,John Wiley and Sons Inc,2023
Estimating the effect of board independence on innovation efficiency using research quotient: a quasi-natural experiment,Chatjuthamard P.,"Sasin School of Management, Bangkok (Thailand)",3,Emerald Publishing,2023
Design of electron-donating group substituted 2-PAM analogs as antidotes for organophosphate insecticide poisoning,Kongkaew N.,Chulalongkorn University (Thailand),2,Royal Society of Chemistry,2023
"Author Correction: A portrait of the Higgs boson by the CMS experiment ten years after the discovery (Nature, (2022), 607, 7917, (60-68), 10.1038/s41586-022-04892-x)",Tumasyan A.,Yerevan Physics Institute (Armenia),6,Nature Research,2023
Exploring the recipients' attitudes and behaviors toward gift-giving: a cross-cultural comparison between Thailand and the USA,Pusaksrikit T.,Chulalongkorn Business School (Thailand),3,Emerald Publishing,2023
Paradigm shifts in haemophilia A therapy with emicizumab prophylaxis in Asia,Sosothikul D.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Academy of Medicine Singapore,2023
Immediate Versus Conventional Loading of Two-Implant Overdenture with Magnetic Attachments: A 5-Year Follow-Up on Patient-Reported Outcomes,Bui T.N.H.,Dại học Nguyen Tat Thanh (Viet Nam); Graduate School of Medical and Dental Sciences (Japan),0,Multidisciplinary Digital Publishing Institute (MDPI),2023
Patient-Specific Quality Assurance in Pencil Beam Scanning by 2-Dimensional Array,Rawiwan N.,"Faculty of Medicine, Chulalongkorn University (Thailand)",2,Elsevier B.V.,2023
Search for Z′ bosons decaying to pairs of heavy Majorana neutrinos in proton-proton collisions at √s = 13 TeV,Tumasyan A.,Yerevan Physics Institute (Armenia),4,Springer Science and Business Media Deutschland GmbH,2023
Laboratory Monitoring of Heparin Anticoagulation in Hemodialysis: Rationale and Strategies,Chiasakul T.,"Faculty of Medicine, Chulalongkorn University (Thailand)",5,W.B. Saunders,2023
Development of Oral Health Program on Knowledge and Oral Health Literacy among Students and Families,Intarakamhang U.,Srinakharinwirot University (Thailand),0,Wolters Kluwer Medknow Publications,2023
Performance of the local reconstruction algorithms for the CMS hadron calorimeter with Run 2 data,Tumasyan A.,Yerevan Physics Institute (Armenia); Yerevan State University (Armenia),0,Institute of Physics,2023
Astaxanthin-Loaded Chitosan Oligosaccharide/Alginate Nanoparticles: Exploring the Anti-inflammatory and Anticancer Potential as a Therapeutic Nutraceutical: An In vitro Study,Kulpreechanan N.,"Faculty of Medicine, Thammasat University (Thailand)",0,Research Journal of Pharmacy and Technology,2023
Factors Related to Professional Self‑Concept of Nursing Students and Nurses: A Systematic Review,Juanamasta I.G.,Chulalongkorn University (Thailand); STIKes Wira Medika Bali (Indonesia),3,Wolters Kluwer Medknow Publications,2023
Factors associated with the use of electronic cigarettes among youths,Klinsophon T.,Chulalongkorn University (Thailand),0,Wolters Kluwer Medknow Publications,2023
"The Asian Thyroid Working Group, from 2017 to 2023",Kakudo K.,Izumi City General Hospital (Japan),5,Seoul National University,2023
First measurement of the forward rapidity gap distribution in Formula Presented collisions at Formula Presented,Tumasyan A.,Yerevan Physics Institute (Armenia); Yerevan State University (Armenia),1,American Physical Society,2023
Biosynthesis of silver nanoparticles (AgNPs) using ethanolic extract of Nigella sativa (L.) seeds promotes wound healing via PDGF and VEGF signalling pathways activation,Palanisamy C.P.,Chulalongkorn University (Thailand),5,Elsevier Ltd,2023
Phage-induced bacterial morphological changes reveal a phage-derived antimicrobial affecting cell wall integrity,Soonthonsrima T.,Chulalongkorn University (Thailand),1,American Society for Microbiology,2023
Examining the impact of contrast training protocols on vertical jump ability in varsity basketball players by inducing post-activation performance enhancement,Sanpasitt C.,Chulalongkorn University (Thailand),2,Editura Universitatii din Pitesti,2023
"Epidemiology and clinical characteristics of severe acute respiratory infections among hospitalized children under 5 years of age in a tertiary care center in Bangkok, Thailand, 2019–2020",Wanlapakorn N.,"Faculty of Medicine, Chulalongkorn University (Thailand)",3,Elsevier Ltd,2023
Human follicular fluid elicits select dose- and age-dependent effects on mouse oocytes and cumulus-oocyte complexes in a heterologous in vitro maturation assay,Dipali S.S.,Northwestern University Feinberg School of Medicine (United States),0,Oxford University Press,2023
Heterologous prime-boost immunization induces protection against dengue virus infection in cynomolgus macaques,Keelapang P.,"Faculty of Medicine, Chiang Mai University (Thailand)",0,American Society for Microbiology,2023
Impaired functions of human monocyte-derived dendritic cells and induction of regulatory T cells by pathogenic Leptospira,Krangvichian P.,Chulalongkorn University (Thailand),0,Public Library of Science,2023
The Social Sciences in Thailand’s COVID-19 Response: A Crucial Counterpoise from the Margins of Governance,Sciortino R.,Mahidol University (Thailand),0,ISEAS - Yusof Ishak Institute,2023
"Revisiting Fruit Allergy: Prevalence across the Globe, Diagnosis, and Current Management",Krikeerati T.,"Siriraj Hospital (Thailand); Faculty of Medicine Siriraj Hospital, Mahidol University (Thailand)",8,Multidisciplinary Digital Publishing Institute (MDPI),2023
"The Effects of Different Roasting Methods on the Phenolic Contents, Antioxidant Potential, and In Vitro Inhibitory Activities of Sacha Inchi Seeds",Kittibunchakul S.,Mahidol University (Thailand),5,Multidisciplinary Digital Publishing Institute (MDPI),2023
Pollution Source Identification and Suitability Assessment of Groundwater Quality for Drinking Purposes in Semi-Arid Regions of the Southern Part of India,Muthusamy P.,Roever Engineering College (India),0,Multidisciplinary Digital Publishing Institute (MDPI),2023
Intraductal Carcinoma of the Prostate: To Grade or Not to Grade,Surintrspanont J.,Chulalongkorn University (Thailand); King Chulalongkorn Memorial Hospital (Thailand); Tufts Medical Center (United States),1,Multidisciplinary Digital Publishing Institute (MDPI),2023
Real-World Study: Hybrid Immunity against SARS-CoV-2 Influences the Antibody Levels and Persistency Lasting More than One Year,Kanokudom S.,"Faculty of Medicine, Chulalongkorn University (Thailand)",2,Multidisciplinary Digital Publishing Institute (MDPI),2023
Valorization of agro-industrial waste from the cassava industry as esterified cellulose butyrate for polyhydroxybutyrate-based biocomposites,Theeraseematham P.,Chulalongkorn University (Thailand),0,Public Library of Science,2023
Circulating Extracellular Vesicle-Derived microRNAs as Novel Diagnostic and Prognostic Biomarkers for Non-Viral-Related Hepatocellular Carcinoma,Boonkaew B.,"Faculty of Medicine, Chulalongkorn University (Thailand)",10,Multidisciplinary Digital Publishing Institute (MDPI),2023
Strain Variation Can Significantly Modulate the miRNA Response to Zika Virus Infection,Ramphan S.,"Institute of Molecular Biosciences, Mahidol University (Thailand)",2,Multidisciplinary Digital Publishing Institute (MDPI),2023
Hydrodeoxygenation of Oxygenates Derived from Biomass Pyrolysis Using Titanium Dioxide-Supported Cobalt Catalysts,Hongkailers S.,Chulalongkorn University (Thailand),3,Multidisciplinary Digital Publishing Institute (MDPI),2023
Point-of-Care Testing (POCT) Devices for DNA Detection: A Comprehensive Review,Mahardika I.H.,Sogang University (South Korea),7,John Wiley and Sons Inc,2023
Plain language summary of the TOPAZ-1 study: durvalumab and chemotherapy for advanced biliary tract cancer,Oh D.Y.,Seoul National University Hospital (South Korea),3,Newlands Press Ltd,2023
Hydrodynamics Behavior of Ternary Biomass Mixtures with Silica Sand in Fluidized Beds: Experiment and Artificial Neural Network Model Development,Soanuch C.,Chulalongkorn University (Thailand),2,American Chemical Society,2023
"Removal of Mixed Volatile Organic Compounds of Benzene, Toluene, and Xylene in a Multistage Corona Discharge System under Excess Air",Ditthawat N.,Center of Excellence on Petrochemical and Materials Technology (Thailand); Chulalongkorn University (Thailand),3,American Chemical Society,2023
Valorization of Nam Wah Banana (Musa paradisiaca L.) Byproducts as a Source of Bioactive Compounds with Antioxidant and Anti-inflammatory Properties: In Vitro and In Silico Studies,Widoyanti A.A.E.,Chulalongkorn University (Thailand),0,Multidisciplinary Digital Publishing Institute (MDPI),2023
Xylooligosaccharides produced from sugarcane leaf arabinoxylan using xylanase from Aureobasidium pullulans NRRL 58523 and its prebiotic activity toward Lactobacillus spp.,Nongkhai S.N.,Chulalongkorn University (Thailand),3,Elsevier Ltd,2023
Potential of Arabica Coffee Beans from Northern Thailand: Exploring Antidiabetic Metabolites through Liquid Chromatography with Tandem Mass Spectrometry (LC-MS/MS) Metabolomic Profiling across Diverse Postharvest Processing Techniques,Tantapakul C.,Walailak University (Thailand),0,Multidisciplinary Digital Publishing Institute (MDPI),2023
Cricket Protein Isolate Extraction: Effect of Ammonium Sulfate on Physicochemical and Functional Properties of Proteins,Edward ,Chulalongkorn University (Thailand),5,Multidisciplinary Digital Publishing Institute (MDPI),2023
Clinicopathological Characteristics and Impacts on Clinical Outcomes of Thrombotic Microangiopathy Lesions in Patients with Immunoglobulin A Nephropathy in Thailand,Puapatanakul P.,"Faculty of Medicine, Chulalongkorn University (Thailand)",1,S. Karger AG,2023
Complement Factor I Gene Variant in an Atypical Hemolytic Uremic Syndrome Triggered by Hypereosinophilia Syndrome,Banjongjit A.,Vichaiyut Hospital (Thailand),0,S. Karger AG,2023
Diagnostic Performance of 10 Mathematical Formulae for Identifying Blood Donors with Thalassemia Trait,Noulsri E.,Siriraj Hospital (Thailand),0,Oxford University Press,2023
Assessment of Fetal Cardiac Function in Women with Chronic Hypertension,Boonprasit T.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Royal Thai College of Obstetricians and Gynaecologists,2023
MeViT: A Medium-Resolution Vision Transformer for Semantic Segmentation on Landsat Satellite Imagery for Agriculture in Thailand,Panboonyuen T.,Chulalongkorn University (Thailand),1,Multidisciplinary Digital Publishing Institute (MDPI),2023
Water Hyacinth Fiber as a Bio-Based Carbon Source for Intumescent Flame-Retardant Poly (Butylene Succinate) Composites,Suwanniroj A.,Center of Excellence on Petrochemical and Materials Technology (Thailand); Suranaree University of Technology (Thailand),3,Multidisciplinary Digital Publishing Institute (MDPI),2023
Effect of pressure on superconductivity of LaBi<inf>3</inf>,Singh S.,Chulalongkorn University (Thailand),0,Institute of Physics,2023
"Low-carbon municipal solid waste management using bio-based solutions and community participation: The case study of cultural tourism destination in Nan, Thailand",Sakcharoen T.,Chulalongkorn University (Thailand),2,Elsevier Ltd,2023
Phase Change-Induced Magnetic Switching through Metal–Insulator Transition in VO<inf>2</inf>/TbFeCo Films,Ma C.T.,University of Virginia School of Engineering and Applied Science (United States),1,Multidisciplinary Digital Publishing Institute (MDPI),2023
Reliability and Validity of the Thai Version of the Pelvic Floor Bother Questionnaire,Sereenonchai B.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Royal Thai College of Obstetricians and Gynaecologists,2023
Nutrition during Pregnancy,Thaisriwong C.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Royal Thai College of Obstetricians and Gynaecologists,2023
"What Are the MSTS Scores and Complications Associated With the Use of Three-dimensional Printed, Custom-made Prostheses in Patients Who Had Resection of Tumors of the Hand and Foot?",Chandhanayingyong C.,Siriraj Hospital (Thailand),1,Wolters Kluwer Health Inc,2023
